-1.664761679829268370e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.646529872138200234e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.628298064447132099e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.610066256756063963e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.591834449064995827e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.573602641373927913e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.555370833682859777e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.537139025991791641e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.518907218300723505e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.500675410609655369e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
-1.482443602918587233e+00,-4.235703902185168901e-01,-4.750501353303462349e-01,-5.513109532882688457e-01,5.202966746945770771e-01,4.394107178818458248e-01,-3.944427782357894929e-01,-5.309184037435096259e-01,-1.406906202538969752e-01,4.162016041811495981e-01
